station_id,project,date,sampling_bout,gear,sample_grp,station,location,replicate,primers,category,Atl_croaker_(nibea98),Bay_anchovy,Black_drum_or_Spot,Black_sea_bass,Brd_striped_anchovy,Little_tunny_or_skipjack_tuna,Nor_sea_robin,Scup,Smallmouth_flounder,Southern_kingfish(nibea95),Str_sea_robin,Summ_flounder,Summ_flounder99a,Weakfish_Cyn,Windowpane_flounder,Am_butterfish,Atl_chub_mackerel,Frigate_or_bullet_tuna,Giant_trevally99,Hogchoker_trinectes,Nor_kingfish,Red_White_or_Spotted_hake,Spanish_mackerel,Tautog,Thread_herring,Atl_menhaden_LS16_or_river_herrings,Atl_menhaden_LS17,Cobia,Cunner,Am_conger,Atl_or_nor_sand_lance,Bluefish,Silver_anchovy,Seaboard_goby,Nor_puffer,Silver_perch(nibea93),Sturgeon,Crested_blenny_refseq_not_full_length,Str_burrfish,Dwarf_goatfish,Fourspot_flounder,Nor_sennet95,Tuna_sp,Atl_moonfish,Atl_silverside,Gulf_stream_flounder,Str_cusk_eel,Nor_stargazer,Grey_triggerfish,Nor_pipefish,Planehead_filefish,Rough_scad,Str_killifish,Mummichog,Rough_silverside94,Sheepshead_minnow,Str_bass,White_mullet,Am_eel,Red_eye_round_herring,Inshore_lizardfish,Atl_mackerel,Flathead_grey_mullet,Silver_hake,Winter_or_Yellowtail_flounder,Atl_herring,Atl_cod,Am_gizzard_shad,Fourspine_stickleback,Catfish_sp,White_perch,Whitefish_Cor,Pac_sand_lance,White_catfish,Atl_salmon
NJOT_Aug_23_72,NJOT,8/1/23,Aug_23,edna,Trawl,72,B,1,bony,1,0.164526271,0.044228925,0.112277523,0.069407439,0.016439305,0,0.233267612,0.064478312,0.023713098,0.015480124,0.001412128,0.065250986,0.006314612,0.015053821,0.035036769,0.044388788,0,0,0,0,0.007913247,0.006474475,0,0.012655867,0,0.03064052,0,0,0,0,0,0.004822551,0,0.018757327,0,0,0,0,0,0,0,0.003783438,0,0,0,0,0.003676862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_73,NJOT,8/1/23,Aug_23,edna,Trawl,73,B,1,bony,1,0.091318313,0.073493485,0.065395404,0.026511039,0,0,0.163183134,0.035559175,0.095141151,0.00529316,0.006220594,0.046281216,0.009568404,0.004456207,0.116788817,0.024158523,0,0,0,0.004230004,0.016015201,0.036056822,0,0.009048136,0.019340391,0.04985523,0.080279587,0,0,0,0,0.003144227,0,0,0.008165943,0,0,0,0,0,0.00201321,0.001108397,0,0,0,0,0,0.007374231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_74,NJOT,8/1/23,Aug_23,edna,Trawl,74,B,1,bony,1,0.233305699,0.060987351,0.077327307,0.122830476,0.005081165,0,0.124782713,0.059008371,0.0164603,0,0.001631321,0.018666595,0.002513839,0.021621694,0.072152542,0.061147808,0,0,0,0,0.004880593,0.010804161,0,0,0.028481267,0.041545209,0.023975076,0,0,0,0,0.005535795,0.003971332,0.000909261,0,0.00036103,0,0,0,0.000280801,0,0,0,0,0,0,0.000641831,0,0.001096462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_75,NJOT,8/1/23,Aug_23,edna,Trawl,75,B,1,bony,1,0.105248075,0.212412681,0.109994627,0.031900412,0.004549525,0,0.120042988,0.083396024,0.00437041,0.003241985,0.004083826,0.033512449,0,0.036199176,0.014651621,0.042718968,0,0,0,0,0,0.00814974,0,0.004567437,0.020795271,0.063962028,0.054648039,0,0.001003045,0.003671861,0,0.006412323,0,0.015923339,0.002095648,0,0,0,0,0,0,0,0,0,0,0,0.000394053,0,0,0.004298764,0.001343364,0.004442056,0.001970267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_76,NJOT,8/1/23,Aug_23,edna,Trawl,76,B,1,bony,1,0.137096354,0.114122608,0.088650206,0.025229477,0,0,0.263851052,0.058163141,0.001249328,0.08604744,0.002863042,0.020874182,0,0.024136316,0.011191893,0.072877444,0,0,0.002967153,0,0.005240235,0.01008138,0,0.001631067,0.018323472,0.007565373,0.037913623,0,0,0,0,0.000711423,0,0.004754386,0,0,0,0,0,0.002221027,0,0,0,0,0,0,0,0,0.002238379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_77,NJOT,8/1/23,Aug_23,edna,Trawl,77,B,1,bony,1,0.221555709,0.172250848,0.095217343,0.026831415,0.014868364,0,0.047886385,0.034709939,0.05476514,0.022430721,0.001640647,0.042221026,0.001888453,0.039871141,0.041862134,0.068035582,0,0,0,0,0.009630256,0.00342656,0,0,0.001597922,0.036094235,0.044767447,0,0,0,0,0.008083605,0.003400925,0,0.004742495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000905774,0,0.001315936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_79,NJOT,8/1/23,Aug_23,edna,Trawl,79,B,1,bony,1,0.035776523,0.057412501,0.140691595,0.007747381,0.12650906,0,0.023578072,0.010056898,0.004167629,0.159199227,0.003968171,0.054137185,0.01459195,0.116147725,0.036395893,0.083468055,0,0,0.006414159,0.004839489,0.000451406,0.004671524,0,0.003317307,0.003989166,0.01603015,0.011127674,0,0,0,0.000398917,0.013006782,0,0.001669151,0.002309517,0.013479183,0,0.000934305,0,0,0,0.004986458,0,0.005332885,0.011264146,0,0.004335594,0,0.000629868,0.003653236,0,0,0,0.002949883,0.008009826,0.00153268,0.000377921,0.000440908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_80,NJOT,8/1/23,Aug_23,edna,Trawl,80,B,1,bony,1,0.028098658,0.085957361,0.109361759,0.009778779,0.045939075,0,0.020460729,0.006088042,0.005485928,0.139010303,0.000546363,0.030975425,0.023237144,0.123957451,0.073837028,0.192275099,0,0,0.001137327,0.007359172,0.001639088,0.000524062,0,0.000323358,0,0.035290576,0.04744436,0,0,0,0,0.005385576,0,0,0.002620311,0.000602114,0,0,0,0,0,0.000735917,0,0.001092726,0,0,0.000602114,0,0,0,0,0,0,0,0,0,0,0,0.000234155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_83,NJOT,8/1/23,Aug_23,edna,Trawl,83,B,1,bony,1,0.058151129,0.065593535,0.146958193,0.035237381,0.137241357,0,0.042334387,0.195183942,0.012382287,0.030251882,0.000430122,0.025892013,0.006354068,0.102981524,0.088872234,0.006816775,0,0,0,0.001596663,0.007924664,0.001101372,0,0,0.021167193,0,0,0,0,0,0,0.008837043,0.001524976,0.001368569,0,0,0,0,0,0,0,0.000984066,0,0,0,0,0,0,0,0.000443156,0,0,0,0,0,0,0,0,0,0.000371469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_85,NJOT,8/1/23,Aug_23,edna,Trawl,85,B,1,bony,1,0.031881992,0.03139943,0.068101557,0.089668787,0.10488594,0,0.154776267,0.079364992,0.023656504,0.035128318,0,0.051272209,0.004079842,0.067037728,0.113007238,0.045832419,0,0,0,0.007090371,0.004354025,0.001864444,0.001403817,0.002292169,0.004441764,0.0022483,0.001266725,0,0,0,0,0.004628208,0.054458215,0.001601228,0.006547488,0.000361921,0,0,0,0,0,0,0,0,0,0,0.002884404,0,0,0,0,0.002813117,0,0,0,0,0,0,0,0.001650581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_87,NJOT,8/1/23,Aug_23,edna,Trawl,87,B,1,bony,1,0.073262445,0.058149572,0.035012687,0.031324387,0.023149965,0,0.079972011,0.039577284,0.022175574,0.064545241,0,0.003315546,0,0.030114573,0.022397918,0.016800073,0,0,0,0,0,0.005493212,0,0,0,0.257291585,0.178352821,0,0,0,0,0.044495017,0.004348793,0,0.008056711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002164587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_88,NJOT,8/1/23,Aug_23,edna,Trawl,88,B,1,bony,1,0.085654416,0.011567939,0.084429688,0.040626525,0.04772612,0,0.121621234,0.109096476,0.011606212,0.128405079,0.000554955,0.044893937,0.010151847,0.015127305,0.141829246,0.039143456,0,0,0,0.08378862,0,0,0,0,0.008640073,0,0,0,0,0,0,0.004736253,0.002813047,0,0.003128797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004458775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_89,NJOT,8/1/23,Aug_23,edna,Trawl,89,B,1,bony,1,0.053971433,0.067068993,0.087202867,0.123385864,0.055183682,0,0.274811574,0.066937227,0.007378907,0.023981447,0,0.056106045,0.004190165,0.025404522,0.053022716,0.03726348,0,0.017050546,0,0.004875349,0.007721499,0.001712961,0,0.001607548,0.001818373,0.005929479,0,0.001396722,0,0,0.00463817,0.003452274,0.005639593,0,0.003979339,0,0,0,0,0.001133189,0,0.003136035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_91,NJOT,8/1/23,Aug_23,edna,Trawl,91,B,1,bony,1,0.022906573,0.07772507,0.025620862,0.015879861,0,0,0.703178509,0.041247051,0.045483372,0.01714822,0,0,0,0,0,0,0,0,0,0.039522082,0,0,0,0,0,0,0,0.0112884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_92,NJOT,8/1/23,Aug_23,edna,Trawl,92,B,1,bony,1,0.045876356,0.020128088,0.109528166,0.102862371,0.017121945,0,0.302705529,0.082734283,0,0.108090446,0.005358777,0.031368449,0,0.028623709,0.063129003,0.021565808,0,0,0,0.018428964,0.002744739,0.001307019,0,0,0.019735982,0,0.002614037,0,0,0,0.003267547,0.00771141,0,0,0.003006143,0,0,0,0,0,0,0,0,0,0,0,0.00209123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_93,NJOT,8/1/23,Aug_23,edna,Trawl,93,B,1,bony,1,0.131640267,0.029570862,0.066132209,0.025076979,0.044314683,0,0.113442814,0,0.005700574,0.059460734,0,0,0.006532775,0,0.032455824,0.010804738,0,0,0,0.010222198,0,0,0,0,0.001747621,0.1754695,0.106660379,0,0,0,0.008002996,0.021193376,0,0,0,0.007711726,0,0,0,0,0,0,0.006324725,0,0.031068823,0,0.017920053,0,0,0,0,0,0.007212405,0.048711476,0.005201254,0.02742101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_94,NJOT,8/1/23,Aug_23,edna,Trawl,94,B,1,bony,1,0.01728272,0.028749139,0.133371317,0.01035064,0.117228118,0,0.044370059,0.01680792,0.01386416,0.121240178,0,0.027467179,0,0.029627519,0.02105738,0.034636659,0,0,0.00199416,0.01742516,0.00693208,0.0028488,0,0,0.0027301,0.148897277,0.175723476,0.00097334,0,0,0,0.01063552,0,0,0,0.00709826,0,0,0,0,0.00135318,0,0,0,0,0,0,0,0,0.00204164,0,0,0,0,0.0039171,0,0,0,0.00099708,0,0.00037984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_95,NJOT,8/1/23,Aug_23,edna,Trawl,95,B,1,bony,1,0.086660195,0.044259485,0.073091142,0.04632479,0.172597534,0,0.081909994,0.020756315,0.024742353,0.051963072,0,0.02059109,0.00751771,0.048204217,0.028563167,0.193932134,0,0,0,0,0.009397137,0.002767509,0,0.00291208,0.017617051,0.00582416,0.005431752,0,0,0,0,0.025919577,0.027138107,0,0,0.001879427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_97,NJOT,8/1/23,Aug_23,edna,Trawl,97,B,1,bony,1,0.021806731,0.065223381,0.030387719,0.040897461,0.135957489,0,0.333910648,0.030112183,0.014091714,0.066010628,0.005077741,0.035111199,0.010273568,0.113481598,0.015508758,0.007911828,0,0,0.00743948,0.01554812,0.013934265,0,0,0.005274552,0.005864987,0,0.008659713,0,0,0,0,0.011021452,0,0,0,0,0,0,0,0,0,0,0,0.006494784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Aug_23_99,NJOT,8/1/23,Aug_23,edna,Trawl,99,B,1,bony,1,0.034771382,0.052802636,0.019055251,0.033435733,0.046079872,0,0.520724812,0.02564445,0.021993678,0.053114287,0,0.028627399,0.008637193,0.039089978,0.013712657,0.008236499,0,0,0,0,0,0.047771693,0.012198923,0,0,0,0,0,0,0,0,0,0.00440764,0,0,0,0,0,0,0,0,0,0,0.029695917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_10,NJOT,2/1/24,Feb_24,edna,Trawl,10,B,1,bony,1,0,0.013282253,0.025096262,0,0,0,0.008264945,0,0.015333904,0.004268601,0,0.052506709,0,0,0.080247754,0,0,0,0,0,0.003179573,0.011026409,0,0,0,0.314349889,0.380897281,0,0,0,0.003840769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029452374,0,0,0,0,0,0,0,0,0,0,0,0.006835596,0,0,0,0,0.03280697,0.006359146,0.01209599,0.000155575,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_11,NJOT,2/1/24,Feb_24,edna,Trawl,11,B,1,bony,1,0,0.008920583,0.006157571,0,0,0,0.018742435,0,0.036050734,0,0,0.006414136,0.01128888,0,0.080285248,0.000480238,0,0,0,0,0,0.00667728,0,0.009045577,0,0.411109942,0.333673228,0,0,0,0,0,0,0,0,0,0.004322141,0,0,0,0,0,0,0,0.009565286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040754434,0,0.016512289,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_12,NJOT,2/1/24,Feb_24,edna,Trawl,12,B,1,bony,1,0.025373919,0.009525175,0.011070228,0.022315669,0,0,0.053933515,0.017553081,0,0.00512894,0,0.027189755,0,0,0.137605326,0.014654115,0,0,0,0,0,0.035775155,0,0,0,0.315047546,0.162596964,0,0,0,0,0,0,0.021328109,0,0,0,0,0,0,0,0,0,0,0.124719262,0,0,0,0,0,0,0,0,0,0,0,0.01618324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_13,NJOT,2/1/24,Feb_24,edna,Trawl,13,B,1,bony,1,0.001737233,0.012535874,0.001674693,0.002195863,0,0,0,0.003168713,0.009749352,0,0,0.00722689,0.002647543,0.002077731,0.080621513,0.004120717,0,0,0,0,0,0.05883661,0,0,0,0.370051492,0.374311187,0,0,0.000986748,0,0,0,0,0,0.00234179,0,0,0,0,0,0,0,0,0.016573204,0,0,0,0,0,0,0,0,0,0,0,0.004982384,0,0,0,0.001028442,0.020367321,0,0.003495313,0.002348739,0.01692065,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_14,NJOT,2/1/24,Feb_24,edna,Trawl,14,B,1,bony,1,0.015506678,0.038603194,0.00421084,0.000464684,0,0,0.001600578,0,0.036010143,0.000401579,0,0.03601588,0.02376199,0.000883473,0.060925238,0.000327,0,0,0,0,0,0.141986782,0,0,0,0.150557621,0.046164349,0,0,0,0.000539263,0.000424526,0,0.002099683,0,0.00484763,0,0,0,0,0,0.000223737,0,0,0.011909679,0,0,0,0,0.365316215,0,0,0,0,0,0,0.03625109,0,0.000740052,0,0,0.008444628,0.000384368,0.003327367,0.000527789,0.007543944,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_15,NJOT,2/1/24,Feb_24,edna,Trawl,15,B,1,bony,1,0.006269242,0.051945144,0.006175949,0.00036384,0,0,0.000167926,0,0.033118761,0,0,0.039518612,0.011988059,0.091734304,0.109413192,0.00229499,0,0,0,0,0,0.111279037,0,0,0,0.177544547,0.168812389,0,0,0,0,0,0,0.001800541,0,0.002686818,0,0,0,0,0,0,0,0,0.019199552,0,0,0,0,0.1107566,0,0,0,0,0,0,0.031542121,0,0,0,0,0.006297229,0,0.011101782,0,0.005989365,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_16,NJOT,2/1/24,Feb_24,edna,Trawl,16,B,1,bony,1,0.008507119,0.069149879,0,0,0,0,0,0,0.047960851,0,0,0.046789153,0.010279435,0.010791438,0.134400662,0,0,0,0,0,0,0.120812902,0,0,0,0.307999055,0.143163782,0,0,0,0,0.003780942,0,0,0,0,0,0,0,0,0,0,0,0,0.012179752,0,0,0,0,0.017861011,0,0,0,0,0,0,0.018412398,0,0,0,0,0.022281956,0,0.017545933,0,0.008083732,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_17,NJOT,2/1/24,Feb_24,edna,Trawl,17,B,1,bony,1,0,0,0,0,0,0,0,0,0,0,0,0.283855841,0,0,0.19472072,0,0,0,0,0,0,0.044246114,0,0,0,0.280565745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176039027,0,0,0,0,0,0,0,0,0,0,0,0.020572552,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_18,NJOT,2/1/24,Feb_24,edna,Trawl,18,B,1,bony,1,0,0.030943356,0.006035433,0.000591446,0,0,0.001740732,0.001875151,0.00767535,0,0,0.029195903,0.005968223,0.007514047,0.090471006,0.000383095,0,0,0,0,0,0.019410167,0,0.001781058,0,0.434477243,0.214204102,0,0,0,0,0,0,0,0,0,0,0.002701831,0,0,0,0,0,0,0.112683819,0,0,0,0.002090222,0,0,0,0,0.004812216,0,0,0.002117106,0,0,0,0,0.019437051,0.001680243,0.000665376,0,0.001545824,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_19,NJOT,2/1/24,Feb_24,edna,Trawl,19,B,1,bony,1,0,0.031122005,0,0.004633362,0,0,0,0,0.03876544,0,0,0.032025027,0,0.010427753,0.070005698,0.018479698,0,0,0,0,0,0.000333258,0,0,0,0.236645489,0.302598338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182141667,0,0,0,0,0,0,0,0,0,0,0,0.010589007,0,0,0,0,0.062233259,0,0,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_2,NJOT,2/1/24,Feb_24,edna,Trawl,2,B,1,bony,1,0,0.111118989,0.02299421,0.010539998,0,0,0.017866005,0.006924259,0,0.021198157,0,0.029871204,0.013966678,0,0.097908543,0.009334751,0,0,0,0,0,0.008271299,0,0,0.005246367,0.236440978,0.173106463,0,0,0,0.001630627,0,0,0,0,0.00538816,0.011248966,0,0,0,0,0.007609595,0,0,0.03055654,0,0,0,0,0,0,0,0.004986411,0,0,0,0.018669503,0,0,0,0,0.01139076,0.055701288,0,0,0.088030249,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_20,NJOT,2/1/24,Feb_24,edna,Trawl,20,B,1,bony,1,0,0,0.011915797,0,0,0,0,0,0.141404371,0,0,0.028855842,0.022783756,0,0.114254625,0.000295544,0,0,0,0,0,0.066994452,0,0,0,0.216580019,0.100861108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139496769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141417805,0,0.015139913,0,0,0,0,0,0,0,0,0,0,0
NJOT_Feb_24_21,NJOT,2/1/24,Feb_24,edna,Trawl,21,B,1,bony,1,0.018293666,0.022694284,0,0.010782665,0,0,0,0.016611755,0.037854526,0,0,0,0,0.000806396,0.133377877,0.038499643,0,0,0,0.036057415,0.01557496,0.046678801,0,0,0,0.32430938,0.065156786,0,0,0,0,0,0,0,0,0.019975578,0,0,0,0,0,0,0,0,0.068797088,0,0,0,0,0.034398544,0,0,0,0,0,0,0.041863466,0,0,0,0,0.06826717,0,0,0,0,0,0,0,0,0,0,0,0,0
