,station_id,project,date,sampling_bout,gear,sample_grp,station,location,replicate,primers,category,Atl_croaker_(nibea98),Bay_anchovy,Black_drum_or_Spot,Black_sea_bass,Brd_striped_anchovy,Little_tunny_or_skipjack_tuna,Nor_sea_robin,Scup,Smallmouth_flounder,Southern_kingfish(nibea95),Str_sea_robin,Summ_flounder,Summ_flounder99a,Weakfish_Cyn,Windowpane_flounder,Am_butterfish,Atl_chub_mackerel,Frigate_or_bullet_tuna,Giant_trevally99,Hogchoker_trinectes,Nor_kingfish,Red_White_or_Spotted_hake,Spanish_mackerel,Tautog,Thread_herring,Atl_menhaden_LS16_or_river_herrings,Cobia,Cunner,Am_conger,Atl_or_nor_sand_lance,Bluefish,Silver_anchovy,Seaboard_goby,Nor_puffer,Silver_perch(nibea93),Sturgeon,Crested_blenny_refseq_not_full_length,Str_burrfish,Dwarf_goatfish,Fourspot_flounder,Nor_sennet95,Tuna_sp,Atl_moonfish,Atl_silverside,Gulf_stream_flounder,Str_cusk_eel,Nor_stargazer,Grey_triggerfish,Nor_pipefish,Planehead_filefish,Rough_scad,Str_killifish,Mummichog,Rough_silverside94,Sheepshead_minnow,Str_bass,White_mullet,Am_eel,Red_eye_round_herring,Inshore_lizardfish,Atl_mackerel,Flathead_grey_mullet,Silver_hake,Winter_or_Yellowtail_flounder,Atl_herring,Atl_cod,Am_gizzard_shad,Fourspine_stickleback,Catfish_sp,White_perch,Whitefish_Cor,Pac_sand_lance,White_catfish,Atl_salmon,Longitude,Latitude,Surface_Temp,Bottom_Temp,Surface_Salinity,Bottom_Salinity,temp_strat,salt_strat
10,NJOT_Feb_24_2,NJOT,2/1/24,Feb_24,edna,Trawl,2,B,1,bony,1,0.0,0.134381252,0.027807945,0.012746499,0.0,0.0,0.021606173,0.008373821,0.0,0.025635896,0.0,0.036124607,0.01689054,0.0,0.118405259,0.01128894,0.0,0.0,0.0,0.0,0.0,0.010002858,0.0,0.0,0.00634467,0.28593884,0.0,0.0,0.0,0.001971992,0.0,0.0,0.0,0.0,0.006516147,0.013603887,0.0,0.0,0.0,0.0,0.009202629,0.0,0.0,0.036953415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006030294,0.0,0.0,0.0,0.022577879,0.0,0.0,0.0,0.0,0.013775364,0.067362103,0.0,0.0,0.106458988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.976,39.955,6.075049670212529,6.012195060645729,28.076028042876743,30.31273966501648,0.0628546095668003,2.2367116221397367
11,NJOT_Feb_24_20,NJOT,2/1/24,Feb_24,edna,Trawl,20,B,1,bony,1,0.0,0.0,0.013252454,0.0,0.0,0.0,0.0,0.0,0.157266439,0.0,0.0,0.032092752,0.025339529,0.0,0.127071163,0.000328697,0.0,0.0,0.0,0.0,0.0,0.07450957,0.0,0.0,0.0,0.240874931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155144851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157281379,0.0,0.016838236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.336,39.228,6.313945446653936,6.091438302465959,30.20516690517059,30.263573003144256,0.2225071441879764,0.0584060979736662
12,NJOT_Feb_24_21,NJOT,2/1/24,Feb_24,edna,Trawl,21,B,1,bony,1,0.0195687,0.024276032,0.0,0.011534196,0.0,0.0,0.0,0.017769563,0.040492914,0.0,0.0,0.0,0.0,0.0008626,0.14267406,0.041182994,0.0,0.0,0.0,0.038570548,0.016660505,0.049932224,0.0,0.0,0.0,0.346913124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021367837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073592113,0.0,0.0,0.0,0.0,0.036796057,0.0,0.0,0.0,0.0,0.0,0.0,0.044781269,0.0,0.0,0.0,0.0,0.073025262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.989,39.393,6.775392148157828,6.471025572089991,30.839664568300257,30.94555862606693,0.3043665760678369,0.1058940577666724
13,NJOT_Feb_24_22,NJOT,2/1/24,Feb_24,edna,Trawl,22,B,1,bony,1,0.0,0.022683904,0.0,0.0,0.0,0.0,0.009554654,0.018867417,0.026164431,0.0,0.0,0.095224017,0.0,0.0,0.131991292,0.0,0.0,0.0,0.0,0.0,0.033676459,0.017187626,0.0,0.0,0.0,0.214811729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001760421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390491037,0.037587013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.964,39.596,6.671348816154804,6.472363810497502,30.4152172495298,30.94059266249522,0.1989850056573026,0.525375412965424
14,NJOT_Feb_24_24,NJOT,2/1/24,Feb_24,edna,Trawl,24,B,1,bony,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173717,0.008021359,0.0,0.013954316,0.0,0.008863839,0.124568377,0.050228419,0.0,0.0,0.0,0.0,0.0,0.011296351,0.0,0.0,0.0,0.301097597,0.0,0.0,0.0,0.0,0.0,0.0,0.011284485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001530703,0.0,0.0,0.0,0.0,0.42762385,0.0,0.024159003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.865,39.783,6.342098228061537,6.352395025742765,29.741371739231145,30.65163354653929,0.010296797681228,0.9102618073081494
15,NJOT_Feb_24_25,NJOT,2/1/24,Feb_24,edna,Trawl,25,B,1,bony,1,0.0,0.03440744,0.014186314,0.004098268,0.0,0.0,0.000855682,0.0,0.009615168,0.009187327,0.0,0.057465829,0.0,0.054313315,0.102276566,0.014906888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145533563,0.0,0.0,0.0,0.0,0.0,0.004143304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063478124,0.0,0.0,0.0,0.0,0.013600847,0.0,0.0,0.0,0.021166881,0.0,0.0,0.013916098,0.0,0.0,0.0,0.0,0.293386476,0.101285775,0.0,0.023733928,0.018442208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.898,40.181,6.015272200310202,5.527348279736666,28.129175112372057,30.59766251913548,0.4879239205735359,2.4684874067634226
16,NJOT_Feb_24_26,NJOT,2/1/24,Feb_24,edna,Trawl,26,B,1,bony,1,0.0,0.009930145,0.004053641,0.0,0.006564858,0.0,0.003849684,0.0,0.0,0.0,0.0,0.02014073,0.0,0.0,0.060371201,0.025367122,0.0,0.0,0.0,0.0,0.0,0.00518815,0.0,0.0,0.0,0.724543647,0.0,0.0,0.0,0.0,0.0,0.0,0.003327045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006819804,0.0,0.004295839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00485672,0.0,0.0,0.0,0.0,0.112864573,0.0,0.007826841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.922,40.307,5.565189813761007,6.271561227884464,25.375129162717187,30.255441240877072,0.7063714141234563,4.880312078159886
17,NJOT_Feb_24_27,NJOT,2/1/24,Feb_24,edna,Trawl,27,B,1,bony,1,0.0,0.027535855,0.013371433,0.0,0.0,0.0,0.006863456,0.0,0.011881161,0.010924105,0.0,0.02104155,0.0,0.0,0.11105946,0.106834744,0.0,0.0,0.0,0.0,0.0,0.026401061,0.0,0.0,0.0,0.301677582,0.0,0.0,0.010418233,0.005632956,0.000478528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018635239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005824367,0.0,0.0,0.0,0.0,0.179611982,0.0,0.049288361,0.048741472,0.043778455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.953,40.387,5.222279215604812,6.036847304477364,24.18428425781027,27.46197991257129,0.8145680888725524,3.277695654761025
18,NJOT_Feb_24_28,NJOT,2/1/24,Feb_24,edna,Trawl,28,B,1,bony,1,0.0,0.013585509,0.013985083,0.0,0.0,0.0,0.003263186,0.001398508,0.005660629,0.0,0.0,0.010988279,0.0,0.00396244,0.052011188,0.066562334,0.0,0.0,0.0,0.0,0.001098828,0.103223229,0.0,0.002397443,0.0,0.401505061,0.0,0.0,0.000632658,0.0,0.0,0.0,0.000799148,0.0,0.0,0.002663825,0.060602025,0.0,0.0,0.0,0.0,0.0,0.0,0.006692861,0.0,0.0,0.0,0.0,0.00213106,0.0,0.0,0.0,0.0,0.0,0.0,0.006259989,0.0,0.0,0.0,0.0,0.144246137,0.002397443,0.058038093,0.01814731,0.014617741,0.003129995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.972,40.446,4.708212025229392,6.041524783159826,22.59442946804561,27.472484012565037,1.3333127579304334,4.878054544519419
19,NJOT_Feb_24_29,NJOT,2/1/24,Feb_24,edna,Trawl,29,B,1,bony,1,0.0,0.204265609,0.0,5.57e-05,0.0,0.0,8.91e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081601498,0.040550027,0.0,0.0,0.0,0.0,0.0,0.075851617,0.0,0.0,0.0,0.350285823,0.0,0.038967696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031312332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143479569,0.0,0.0,0.0,0.033540968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.864,40.35,5.932552453906716,6.736478004320635,26.84797386138666,30.813960325392063,0.8039255504139193,3.965986464005404
20,NJOT_Feb_24_3,NJOT,2/1/24,Feb_24,edna,Trawl,3,B,1,bony,1,0.0,0.2836982,0.009963596,0.0,0.0,0.0,0.006183613,0.002692864,0.007190944,0.004059243,0.0,0.008976213,0.002393657,0.0,0.290919064,0.002832494,0.0,0.0,0.0,0.0,0.00379993,0.0,0.0,0.004049269,0.0,0.23902658,0.0,0.0,0.0,0.0,0.0,0.001715454,0.0,0.0,0.002244053,0.0,0.0,0.0,0.0,7.98e-05,0.0,0.0,0.0,0.098269586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005096494,0.0,0.0,0.0,0.0,0.008736847,0.003909639,0.005096494,0.0,0.009065975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.079,39.849,6.106858692456276,5.914067215020453,28.70860411390286,28.857033713985057,0.192791477435823,0.1484296000821956
21,NJOT_Feb_24_31,NJOT,2/1/24,Feb_24,edna,Trawl,31,B,1,bony,1,0.0,0.016143344,0.0,0.002690557,0.0,0.0,0.000601082,0.0,0.0,0.0,0.0,0.069238916,0.0,0.0,0.056358588,0.108309242,0.0,0.0,0.0,0.0,0.0,0.025932393,0.0,0.007384721,0.0,0.368606349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022869737,0.0,0.0,0.0,0.0,0.0,0.0,0.054097375,0.0,0.0,0.0,0.0,0.020637147,0.0,0.0,0.0,0.0,0.0,0.0,0.023327704,0.0,0.0,0.0,0.0,0.123622521,0.0,0.071042162,0.0,0.029138163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.035,40.024,5.852356821010605,5.972974375086788,27.357335796233905,29.40148902920789,0.1206175540761833,2.0441532329739864
22,NJOT_Feb_24_4,NJOT,2/1/24,Feb_24,edna,Trawl,4,B,1,bony,1,0.0,0.031110836,0.020534389,0.045212766,0.0,0.0,0.023358898,0.0,0.014308098,0.0,0.0,0.032574633,0.020348837,0.015091539,0.173717632,0.038099951,0.0,0.0,0.0,0.0,0.0,0.035976414,0.0,0.0,0.0,0.458312716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076962725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014390566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.004,39.767,6.273863832560655,6.187336105201838,28.934243858019013,29.984571783953463,0.0865277273588169,1.0503279259344502
23,NJOT_Feb_24_5,NJOT,2/1/24,Feb_24,edna,Trawl,5,B,1,bony,1,0.0,0.011429347,0.000760147,6.79e-05,0.0,0.0,0.00063798,0.000190037,0.032788109,0.0,0.0,0.198350753,0.0,0.000257907,0.160513099,0.003841455,0.0,0.0,0.0,0.0,0.000617619,0.002965929,0.0,0.0,0.0,0.144997964,0.0,0.0,0.0,0.001411701,0.0,0.0,0.0,0.0,0.0,0.000244333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36839962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000766934,0.0,0.0,0.0,0.0,0.060791367,0.002002172,0.004085788,0.004757703,0.000122166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.235,39.393,6.1102484706638975,5.791808388850186,29.640673690244675,30.37419364596533,0.3184400818137112,0.7335199557206593
24,NJOT_Feb_24_6,NJOT,2/1/24,Feb_24,edna,Trawl,6,B,1,bony,1,0.0,0.0,0.0,0.0,0.0,0.0,0.028368794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822695035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.335,39.384,5.979533321890506,6.063082830487903,29.73025483871694,29.841455860174293,0.0835495085973967,0.1112010214573508
25,NJOT_Feb_24_8,NJOT,2/1/24,Feb_24,edna,Trawl,8,B,1,bony,1,0.0,0.227822816,0.0,0.0,0.0,0.0,0.063239725,0.020574967,0.0,0.0,0.0,0.0,0.0,0.109699865,0.09356949,0.0,0.0,0.0,0.0,0.0,0.0,0.054716761,0.0,0.0,0.001231835,0.2968222,0.0,0.0,0.0,0.0,0.049573019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051637175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008140096,0.0,0.0,0.0,0.0,0.022972051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.498,39.171,5.593327241855163,5.298451850881168,29.8446934769055,29.843187263381022,0.2948753909739947,0.0015062135244789
26,NJOT_Feb_24_9,NJOT,2/1/24,Feb_24,edna,Trawl,9,B,1,bony,1,0.0,0.088398518,0.021259778,0.0,0.001762042,0.0,0.0,0.002552491,0.005928366,0.0,0.0,0.044792096,0.004067517,0.00497324,0.17669823,0.0,0.0,0.0,0.0,0.0,0.0,0.04724578,0.0,0.0,0.0,0.29491972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172120214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002519555,0.0,0.0,0.009370111,0.0,0.0,0.0,0.0,0.123392343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.522,39.077,5.683788899539816,5.443536008850365,30.06620447395135,30.08059974970532,0.240252890689451,0.0143952757539729
0,NJOT_Jun_23_32,NJOT,6/1/23,Jun_23,edna,Trawl,32,B,1,bony,1,0.099418475,0.084656676,0.044397227,0.0,0.051107135,0.0,0.0,0.012972489,0.189331246,0.038358309,0.0,0.037128159,0.0,0.083091031,0.069223887,0.017557593,0.0,0.0,0.0,0.0,0.033549541,0.013978976,0.0,0.0,0.0,0.16730038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030418251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016774771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010735853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.05301667,39.93158333,17.140701533733285,12.457034098924488,28.7209839609375,30.790281905883052,4.683667434808797,2.0692979449455535
